0,0,0,0,0,0,0,0,10/22/2018 03:36
0,0,0,0,0,0,0,0,10/22/2018 03:36
23.70,23.70,23.70,23.70,21.20,21.20,21.00,21.13,10/22/2018 03:36
0,0,0,0,0,0,0,0,10/22/2018 03:36
0,0,0,0,0,0,0,0,10/22/2018 03:36
23.70,23.70,23.70,23.70,21.20,21.20,21.00,21.14,10/22/2018 03:36
0,0,0,0,0,0,0,0,10/22/2018 03:37
23.70,23.70,23.70,23.70,21.20,21.20,21.00,21.15,10/22/2018 03:37
0,0,0,0,0,0,0,0,10/22/2018 03:37
23.70,23.70,23.70,23.70,21.20,21.20,21.00,21.16,10/22/2018 03:37
0,0,0,0,0,0,0,0,10/22/2018 03:37
0,0,0,0,0,0,0,0,10/22/2018 03:37
23.70,23.70,23.70,23.70,21.10,21.20,21.00,21.15,10/22/2018 03:37
0,0,0,0,0,0,0,0,10/22/2018 03:37
0,0,0,0,0,0,0,0,10/22/2018 03:37
0,0,0,0,0,0,0,0,10/22/2018 03:37
0,0,0,0,0,0,0,0,10/22/2018 03:37
23.70,23.70,23.70,23.70,21.10,21.20,21.00,21.14,10/22/2018 03:37
23.70,23.70,23.70,23.70,21.10,21.20,21.00,21.14,10/22/2018 03:38
23.70,23.70,23.70,23.70,21.10,21.20,21.00,21.14,10/22/2018 03:38
23.70,23.70,23.70,23.70,21.10,21.20,21.00,21.13,10/22/2018 03:38
0,0,0,0,0,0,0,0,10/22/2018 03:38
0,0,0,0,0,0,0,0,10/22/2018 03:38
0,0,0,0,0,0,0,0,10/22/2018 03:38
0,0,0,0,0,0,0,0,10/22/2018 03:38
23.70,23.70,23.70,23.70,21.10,21.20,21.00,21.13,10/22/2018 03:38
23.70,23.70,23.70,23.70,21.10,21.20,21.00,21.13,10/22/2018 03:38
0,0,0,0,0,0,0,0,10/22/2018 03:38
23.70,23.70,23.70,23.70,21.10,21.20,21.00,21.13,10/22/2018 03:38
23.70,23.70,23.70,23.70,21.10,21.20,21.00,21.13,10/22/2018 03:38
23.70,23.70,23.70,23.70,21.10,21.20,21.00,21.12,10/22/2018 03:39
23.70,23.70,23.70,23.70,21.10,21.20,21.00,21.12,10/22/2018 03:39
22.60,22.60,22.60,22.60,23.80,23.80,23.80,23.80,10/22/2018 08:03
22.80,22.80,22.60,22.70,23.30,23.80,23.30,23.55,10/22/2018 08:03
0,0,0,0,0,0,0,0,10/22/2018 08:03
22.80,22.80,22.60,22.73,23.30,23.80,23.30,23.47,10/22/2018 08:03
22.80,22.80,22.60,22.75,23.20,23.80,23.20,23.40,10/22/2018 08:03
22.80,22.80,22.60,22.76,23.20,23.80,23.20,23.36,10/22/2018 08:03
22.80,22.80,22.60,22.77,23.20,23.80,23.20,23.33,10/22/2018 08:03
22.80,22.80,22.60,22.77,23.20,23.80,23.20,23.31,10/22/2018 08:03
22.80,22.80,22.60,22.77,23.20,23.80,23.20,23.30,10/22/2018 08:03
22.80,22.80,22.60,22.78,23.20,23.80,23.20,23.29,10/22/2018 08:03
22.80,22.80,22.60,22.78,23.20,23.80,23.20,23.28,10/22/2018 08:04
22.80,22.80,22.60,22.78,23.20,23.80,23.20,23.27,10/22/2018 08:04
22.80,22.80,22.60,22.78,23.10,23.80,23.10,23.26,10/22/2018 08:04
22.80,22.80,22.60,22.78,23.10,23.80,23.10,23.25,10/22/2018 08:04
22.80,22.80,22.60,22.79,23.20,23.80,23.10,23.24,10/22/2018 08:04
22.80,22.80,22.60,22.79,23.20,23.80,23.10,23.24,10/22/2018 08:04
22.80,22.80,22.60,22.79,23.20,23.80,23.10,23.24,10/22/2018 08:04
22.80,22.80,22.60,22.79,23.20,23.80,23.10,23.24,10/22/2018 08:04
22.80,22.80,22.60,22.79,23.20,23.80,23.10,23.23,10/22/2018 08:04
22.80,22.80,22.60,22.79,23.10,23.80,23.10,23.23,10/22/2018 08:04
22.80,22.80,22.60,22.79,23.10,23.80,23.10,23.22,10/22/2018 08:04
22.80,22.80,22.60,22.79,23.10,23.80,23.10,23.21,10/22/2018 08:04
22.80,22.80,22.60,22.79,23.10,23.80,23.10,23.21,10/22/2018 08:05
22.80,22.80,22.60,22.79,23.10,23.80,23.10,23.20,10/22/2018 08:05
22.80,22.80,22.60,22.79,23.10,23.80,23.10,23.20,10/22/2018 08:05
22.80,22.80,22.60,22.79,23.10,23.80,23.10,23.20,10/22/2018 08:05
22.80,22.80,22.60,22.79,23.10,23.80,23.10,23.19,10/22/2018 08:05
22.80,22.80,22.60,22.79,23.10,23.80,23.10,23.19,10/22/2018 08:05
22.80,22.80,22.60,22.79,23.10,23.80,23.10,23.19,10/22/2018 08:05
22.80,22.80,22.60,22.79,23.10,23.80,23.10,23.18,10/22/2018 08:05
22.80,22.80,22.60,22.79,23.10,23.80,23.10,23.18,10/22/2018 08:05
22.80,22.80,22.60,22.79,23.10,23.80,23.10,23.18,10/22/2018 08:05
0,0,0,0,0,0,0,0,10/22/2018 08:05
22.80,22.80,22.60,22.79,23.00,23.80,23.00,23.17,10/22/2018 08:05
22.80,22.80,22.60,22.79,23.10,23.80,23.00,23.17,10/22/2018 08:06
22.80,22.80,22.60,22.79,23.10,23.80,23.00,23.17,10/22/2018 08:06
22.80,22.80,22.60,22.79,23.10,23.80,23.00,23.17,10/22/2018 08:06
22.80,22.80,22.60,22.79,23.10,23.80,23.00,23.16,10/22/2018 08:06
22.80,22.80,22.60,22.79,23.10,23.80,23.00,23.16,10/22/2018 08:06
22.80,22.80,22.60,22.79,23.10,23.80,23.00,23.16,10/22/2018 08:06
22.80,22.80,22.60,22.79,23.10,23.80,23.00,23.16,10/22/2018 08:06
22.90,22.90,22.60,22.80,23.20,23.80,23.00,23.16,10/22/2018 08:06
22.80,22.90,22.60,22.80,23.10,23.80,23.00,23.16,10/22/2018 08:06
22.80,22.90,22.60,22.80,23.10,23.80,23.00,23.16,10/22/2018 08:06
22.80,22.90,22.60,22.80,23.10,23.80,23.00,23.16,10/22/2018 08:06
22.80,22.90,22.60,22.80,23.10,23.80,23.00,23.15,10/22/2018 08:06
22.80,22.90,22.60,22.80,23.10,23.80,23.00,23.15,10/22/2018 08:07
22.90,22.90,22.60,22.80,23.20,23.80,23.00,23.15,10/22/2018 08:07
22.80,22.90,22.60,22.80,23.10,23.80,23.00,23.15,10/22/2018 08:07
22.90,22.90,22.60,22.80,23.20,23.80,23.00,23.15,10/22/2018 08:07
22.80,22.90,22.60,22.80,23.10,23.80,23.00,23.15,10/22/2018 08:07
22.80,22.90,22.60,22.80,23.10,23.80,23.00,23.15,10/22/2018 08:07
22.90,22.90,22.60,22.80,23.20,23.80,23.00,23.15,10/22/2018 08:07
22.90,22.90,22.60,22.81,23.10,23.80,23.00,23.15,10/22/2018 08:07
0,0,0,0,0,0,0,0,10/22/2018 08:07
22.90,22.90,22.60,22.81,23.10,23.80,23.00,23.15,10/22/2018 08:07
22.80,22.90,22.60,22.81,23.00,23.80,23.00,23.15,10/22/2018 08:08
73.04,73.04,22.60,23.72,23.00,23.80,23.00,23.15,10/22/2018 08:08
0,0,0,0,0,0,0,0,10/22/2018 08:08
0,0,0,0,0,0,0,0,10/22/2018 08:08
73.04,73.04,22.60,24.60,23.00,23.80,23.00,23.14,10/22/2018 08:08
73.22,73.22,22.60,25.45,23.10,23.80,23.00,23.14,10/22/2018 08:08
73.22,73.22,22.60,26.28,23.10,23.80,23.00,23.14,10/22/2018 08:08
73.22,73.22,22.60,27.07,23.10,23.80,23.00,23.14,10/22/2018 08:08
73.22,73.22,22.60,27.84,23.10,23.80,23.00,23.14,10/22/2018 08:08
0,0,0,0,0,0,0,0,10/22/2018 08:08
73.04,73.22,22.60,28.58,23.00,23.80,23.00,23.14,10/22/2018 08:08
73.22,73.22,22.60,29.30,23.10,23.80,23.00,23.14,10/22/2018 08:08
73.22,73.22,22.60,30.00,23.10,23.80,23.00,23.14,10/22/2018 08:08
73.22,73.22,22.60,30.68,23.10,23.80,23.00,23.14,10/22/2018 08:08
